#K-Path(1/A)         Spin-Up(eV)   Spin-down(eV)
# NKPTS & NBANDS:  94  64
# Band-Index    1
   1.55381    -27.012397    -27.012398
   1.49634    -27.012382    -27.012383
   1.43887    -27.012336    -27.012338
   1.38141    -27.012262    -27.012263
   1.32394    -27.012162    -27.012162
   1.26648    -27.012045    -27.012047
   1.20901    -27.011913    -27.011914
   1.15155    -27.011776    -27.011778
   1.09408    -27.011657    -27.011658
   1.03662    -27.011564    -27.011565
   0.97915    -27.011502    -27.011503
   0.92169    -27.011481    -27.011482
   0.92169    -27.011481    -27.011482
   0.86405    -27.011480    -27.011481
   0.80641    -27.011475    -27.011477
   0.74878    -27.011470    -27.011471
   0.69114    -27.011470    -27.011470
   0.69114    -27.011477    -27.011477
   0.63355    -27.011477    -27.011478
   0.57595    -27.011482    -27.011484
   0.51836    -27.011488    -27.011488
   0.46076    -27.011491    -27.011492
   0.40317    -27.011495    -27.011496
   0.34557    -27.011495    -27.011496
   0.28798    -27.011494    -27.011494
   0.23038    -27.011491    -27.011491
   0.17279    -27.011488    -27.011488
   0.11519    -27.011485    -27.011487
   0.05760    -27.011482    -27.011484
   0.00000    -27.011481    -27.011482
 
# Band-Index    9
   0.00000    -27.008159    -27.008161
